label,label_id,char,char_code,font,font_stem,size,augment_id,image_path
Alef,0,ا,U+0627,IRBadr.ttf,IRBadr,64,base,DS-3\Alef\Alef__U+0627__IRBadr__sz64__base-a3f0a5cd29.png
Alef,0,ا,U+0627,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Alef\Alef__U+0627__IRLotusBold__sz64__base-0a3063ab15.png
Alef,0,ا,U+0627,IRTitr.ttf,IRTitr,64,base,DS-3\Alef\Alef__U+0627__IRTitr__sz64__base-c88c2d7dd4.png
Alef,0,ا,U+0627,IRBadrBold.ttf,IRBadrBold,64,base,DS-3\Alef\Alef__U+0627__IRBadrBold__sz64__base-c2a8b868c6.png
Alef,0,ا,U+0627,IRMomtaz.ttf,IRMomtaz,64,base,DS-3\Alef\Alef__U+0627__IRMomtaz__sz64__base-465ad8b89a.png
Alef,0,ا,U+0627,IRDavat.ttf,IRDavat,64,base,DS-3\Alef\Alef__U+0627__IRDavat__sz64__base-04bd93eb38.png
Alef,0,ا,U+0627,IRRoyaBold.ttf,IRRoyaBold,64,base,DS-3\Alef\Alef__U+0627__IRRoyaBold__sz64__base-2d6529ff6a.png
Alef,0,ا,U+0627,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Alef\Alef__U+0627__IRLotusIranic__sz64__base-76a47b7352.png
Alef,0,ا,U+0627,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\Alef\Alef__U+0627__IRZeytoon__sz64__base-b4880d8f34.png
Alef,0,ا,U+0627,IRMashhad.ttf,IRMashhad,64,base,DS-3\Alef\Alef__U+0627__IRMashhad__sz64__base-db2fbad140.png
Alef,0,ا,U+0627,IRAban.ttf,IRAban,64,base,DS-3\Alef\Alef__U+0627__IRAban__sz64__base-5c466af8d9.png
Alef,0,ا,U+0627,IRYakout.ttf,IRYakout,64,base,DS-3\Alef\Alef__U+0627__IRYakout__sz64__base-f48d1f65e0.png
Alef,0,ا,U+0627,IRMehr.ttf,IRMehr,64,base,DS-3\Alef\Alef__U+0627__IRMehr__sz64__base-f0b5089653.png
Alef,0,ا,U+0627,IRYakoutBold.ttf,IRYakoutBold,64,base,DS-3\Alef\Alef__U+0627__IRYakoutBold__sz64__base-a547f71efd.png
Alef,0,ا,U+0627,IRKhorasan.ttf,IRKhorasan,64,base,DS-3\Alef\Alef__U+0627__IRKhorasan__sz64__base-ad25bccc1a.png
Alef,0,ا,U+0627,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Alef\Alef__U+0627__IRMitraIranic___sz64__base-fa2d3ca0a2.png
Alef,0,ا,U+0627,IRRoya.ttf,IRRoya,64,base,DS-3\Alef\Alef__U+0627__IRRoya__sz64__base-489ea1f11c.png
Alef,0,ا,U+0627,IRMitra.ttf,IRMitra,64,base,DS-3\Alef\Alef__U+0627__IRMitra__sz64__base-2d90a98b71.png
Alef,0,ا,U+0627,IREntezar.ttf,IREntezar,64,base,DS-3\Alef\Alef__U+0627__IREntezar__sz64__base-bc620e2077.png
Alef,0,ا,U+0627,IRNazli.ttf,IRNazli,64,base,DS-3\Alef\Alef__U+0627__IRNazli__sz64__base-63d4f2c838.png
Alef,0,ا,U+0627,IRShiraz.ttf,IRShiraz,64,base,DS-3\Alef\Alef__U+0627__IRShiraz__sz64__base-ebccd46b6a.png
Alef,0,ا,U+0627,IRNazanin.ttf,IRNazanin,64,base,DS-3\Alef\Alef__U+0627__IRNazanin__sz64__base-966b93574b.png
Alef,0,ا,U+0627,IRYakoutIranic.ttf,IRYakoutIranic,64,base,DS-3\Alef\Alef__U+0627__IRYakoutIranic__sz64__base-04bbb0712d.png
Alef,0,ا,U+0627,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\Alef\Alef__U+0627__IRFarnaz__sz64__base-fba76e9403.png
Alef,0,ا,U+0627,IRTerafik.ttf,IRTerafik,64,base,DS-3\Alef\Alef__U+0627__IRTerafik__sz64__base-5758a59c48.png
Alef,0,ا,U+0627,IRZarBold.ttf,IRZarBold,64,base,DS-3\Alef\Alef__U+0627__IRZarBold__sz64__base-80c3b76756.png
Alef,0,ا,U+0627,IRArshia.ttf,IRArshia,64,base,DS-3\Alef\Alef__U+0627__IRArshia__sz64__base-727a307d47.png
Alef,0,ا,U+0627,IRMitraBold.ttf,IRMitraBold,64,base,DS-3\Alef\Alef__U+0627__IRMitraBold__sz64__base-9c55a4556c.png
Alef,0,ا,U+0627,IRPooya.ttf,IRPooya,64,base,DS-3\Alef\Alef__U+0627__IRPooya__sz64__base-b1e2bf1c3c.png
Alef,0,ا,U+0627,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\Alef\Alef__U+0627__IRBadrIranic__sz64__base-e2b6f321a0.png
Be,1,ب,U+0628,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\Be\Be__U+0628__IRNazaninBold__sz64__base-35c7ee28ac.png
Be,1,ب,U+0628,IRNaskh.ttf,IRNaskh,64,base,DS-3\Be\Be__U+0628__IRNaskh__sz64__base-6258ed2312.png
Be,1,ب,U+0628,IRAban.ttf,IRAban,64,base,DS-3\Be\Be__U+0628__IRAban__sz64__base-cd937cf9a6.png
Be,1,ب,U+0628,IRYakout.ttf,IRYakout,64,base,DS-3\Be\Be__U+0628__IRYakout__sz64__base-00df92d3dd.png
Be,1,ب,U+0628,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\Be\Be__U+0628__IRZarIranic__sz64__base-7f75525e01.png
Be,1,ب,U+0628,IRJadid.ttf,IRJadid,64,base,DS-3\Be\Be__U+0628__IRJadid__sz64__base-314df81cbe.png
Be,1,ب,U+0628,IRTitr.ttf,IRTitr,64,base,DS-3\Be\Be__U+0628__IRTitr__sz64__base-8a5866e356.png
Be,1,ب,U+0628,IRTabassom.ttf,IRTabassom,64,base,DS-3\Be\Be__U+0628__IRTabassom__sz64__base-11520c174d.png
Be,1,ب,U+0628,IRKoodak.ttf,IRKoodak,64,base,DS-3\Be\Be__U+0628__IRKoodak__sz64__base-b87f872827.png
Be,1,ب,U+0628,IRNazli.ttf,IRNazli,64,base,DS-3\Be\Be__U+0628__IRNazli__sz64__base-c3dc8f9b1a.png
Be,1,ب,U+0628,IRNarges.ttf,IRNarges,64,base,DS-3\Be\Be__U+0628__IRNarges__sz64__base-bae18dc333.png
Be,1,ب,U+0628,IRElham.ttf,IRElham,64,base,DS-3\Be\Be__U+0628__IRElham__sz64__base-380b576e32.png
Be,1,ب,U+0628,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\Be\Be__U+0628__IRDastNevis__sz64__base-a8e6a0c0ca.png
Be,1,ب,U+0628,IRBadr.ttf,IRBadr,64,base,DS-3\Be\Be__U+0628__IRBadr__sz64__base-adf82d5dee.png
Be,1,ب,U+0628,IRTerafikBold.ttf,IRTerafikBold,64,base,DS-3\Be\Be__U+0628__IRTerafikBold__sz64__base-2f540e9048.png
Be,1,ب,U+0628,IRMitraBold.ttf,IRMitraBold,64,base,DS-3\Be\Be__U+0628__IRMitraBold__sz64__base-baa18454f1.png
Be,1,ب,U+0628,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Be\Be__U+0628__IRMitraIranic___sz64__base-c06bc1ca26.png
Be,1,ب,U+0628,IRMehr.ttf,IRMehr,64,base,DS-3\Be\Be__U+0628__IRMehr__sz64__base-882102ad26.png
Be,1,ب,U+0628,IRMitra.ttf,IRMitra,64,base,DS-3\Be\Be__U+0628__IRMitra__sz64__base-7e31c2be1d.png
Be,1,ب,U+0628,IRPooya.ttf,IRPooya,64,base,DS-3\Be\Be__U+0628__IRPooya__sz64__base-2d94e47579.png
Be,1,ب,U+0628,IRAmir.ttf,IRAmir,64,base,DS-3\Be\Be__U+0628__IRAmir__sz64__base-f60fae6a7b.png
Be,1,ب,U+0628,IRNazanin.ttf,IRNazanin,64,base,DS-3\Be\Be__U+0628__IRNazanin__sz64__base-2be7c33a30.png
Be,1,ب,U+0628,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Be\Be__U+0628__IRLotusBold__sz64__base-6220df4a34.png
Be,1,ب,U+0628,IRCompsetBold.ttf,IRCompsetBold,64,base,DS-3\Be\Be__U+0628__IRCompsetBold__sz64__base-1622cef1af.png
Be,1,ب,U+0628,IRNazaninIrani.ttf,IRNazaninIrani,64,base,DS-3\Be\Be__U+0628__IRNazaninIrani__sz64__base-a3d5649e24.png
Be,1,ب,U+0628,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\Be\Be__U+0628__IRZeytoon__sz64__base-fd215f6905.png
Be,1,ب,U+0628,IRLotus.ttf,IRLotus,64,base,DS-3\Be\Be__U+0628__IRLotus__sz64__base-33c97eee0a.png
Be,1,ب,U+0628,IRCompsetIra.ttf,IRCompsetIra,64,base,DS-3\Be\Be__U+0628__IRCompsetIra__sz64__base-d21ce55ad1.png
Be,1,ب,U+0628,IRYekan.ttf,IRYekan,64,base,DS-3\Be\Be__U+0628__IRYekan__sz64__base-218c7a91b9.png
Be,1,ب,U+0628,IRTehran.ttf,IRTehran,64,base,DS-3\Be\Be__U+0628__IRTehran__sz64__base-124071b601.png
Be,1,ب,U+0628,IRYakoutIranic.ttf,IRYakoutIranic,64,base,DS-3\Be\Be__U+0628__IRYakoutIranic__sz64__base-a47f768ee0.png
Be,1,ب,U+0628,IRHoma.ttf,IRHoma,64,base,DS-3\Be\Be__U+0628__IRHoma__sz64__base-4dbb21bb22.png
Be,1,ب,U+0628,IRRoya.ttf,IRRoya,64,base,DS-3\Be\Be__U+0628__IRRoya__sz64__base-7f8c996976.png
Be,1,ب,U+0628,IRYakoutBold.ttf,IRYakoutBold,64,base,DS-3\Be\Be__U+0628__IRYakoutBold__sz64__base-323d10612c.png
Be,1,ب,U+0628,IRShiraz.ttf,IRShiraz,64,base,DS-3\Be\Be__U+0628__IRShiraz__sz64__base-39c3682e27.png
Be,1,ب,U+0628,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\Be\Be__U+0628__IRFarnaz__sz64__base-57f775f0fe.png
Be,1,ب,U+0628,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Be\Be__U+0628__IRLotusIranic__sz64__base-b798b947d2.png
Be,1,ب,U+0628,IRZarBold.ttf,IRZarBold,64,base,DS-3\Be\Be__U+0628__IRZarBold__sz64__base-5ad5eb6af9.png
Be,1,ب,U+0628,IRDavat.ttf,IRDavat,64,base,DS-3\Be\Be__U+0628__IRDavat__sz64__base-f99b36ff12.png
Be,1,ب,U+0628,IRZar.ttf,IRZar,64,base,DS-3\Be\Be__U+0628__IRZar__sz64__base-3a233090d4.png
Be,1,ب,U+0628,IRMomtaz.ttf,IRMomtaz,64,base,DS-3\Be\Be__U+0628__IRMomtaz__sz64__base-19c3b81435.png
Be,1,ب,U+0628,IRKamran.ttf,IRKamran,64,base,DS-3\Be\Be__U+0628__IRKamran__sz64__base-ef18ae6604.png
Be,1,ب,U+0628,IRMashhad.ttf,IRMashhad,64,base,DS-3\Be\Be__U+0628__IRMashhad__sz64__base-1a9b34768c.png
Be,1,ب,U+0628,IRCompset.ttf,IRCompset,64,base,DS-3\Be\Be__U+0628__IRCompset__sz64__base-7531abb356.png
Be,1,ب,U+0628,IRTerafikIranic.ttf,IRTerafikIranic,64,base,DS-3\Be\Be__U+0628__IRTerafikIranic__sz64__base-36aa5afd06.png
Be,1,ب,U+0628,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\Be\Be__U+0628__IRBadrIranic__sz64__base-2ab1c88cbf.png
Pe,2,پ,U+067E,IRShiraz.ttf,IRShiraz,64,base,DS-3\Pe\Pe__U+067E__IRShiraz__sz64__base-8c3f68f194.png
Pe,2,پ,U+067E,IRZarBold.ttf,IRZarBold,64,base,DS-3\Pe\Pe__U+067E__IRZarBold__sz64__base-029e9435d5.png
Pe,2,پ,U+067E,IRKhorasan.ttf,IRKhorasan,64,base,DS-3\Pe\Pe__U+067E__IRKhorasan__sz64__base-f02088d1e4.png
Pe,2,پ,U+067E,IRTerafik.ttf,IRTerafik,64,base,DS-3\Pe\Pe__U+067E__IRTerafik__sz64__base-469ba6a278.png
Pe,2,پ,U+067E,IRCompset.ttf,IRCompset,64,base,DS-3\Pe\Pe__U+067E__IRCompset__sz64__base-da4d2fe858.png
Pe,2,پ,U+067E,IRKoodak.ttf,IRKoodak,64,base,DS-3\Pe\Pe__U+067E__IRKoodak__sz64__base-6ac39153e7.png
Pe,2,پ,U+067E,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Pe\Pe__U+067E__IRLotusIranic__sz64__base-35cffefcec.png
Pe,2,پ,U+067E,IRRoya.ttf,IRRoya,64,base,DS-3\Pe\Pe__U+067E__IRRoya__sz64__base-ca75b6bef1.png
Pe,2,پ,U+067E,IRElham.ttf,IRElham,64,base,DS-3\Pe\Pe__U+067E__IRElham__sz64__base-3361e5ad36.png
Pe,2,پ,U+067E,IRYakoutBold.ttf,IRYakoutBold,64,base,DS-3\Pe\Pe__U+067E__IRYakoutBold__sz64__base-c9fa7830c1.png
Pe,2,پ,U+067E,IRAmir.ttf,IRAmir,64,base,DS-3\Pe\Pe__U+067E__IRAmir__sz64__base-2789c86ffd.png
Pe,2,پ,U+067E,IRMitra.ttf,IRMitra,64,base,DS-3\Pe\Pe__U+067E__IRMitra__sz64__base-56e50123f3.png
Pe,2,پ,U+067E,IRArshia.ttf,IRArshia,64,base,DS-3\Pe\Pe__U+067E__IRArshia__sz64__base-5a4a3665db.png
Pe,2,پ,U+067E,IREntezar.ttf,IREntezar,64,base,DS-3\Pe\Pe__U+067E__IREntezar__sz64__base-71eeee626f.png
Pe,2,پ,U+067E,IRHoma.ttf,IRHoma,64,base,DS-3\Pe\Pe__U+067E__IRHoma__sz64__base-9941872b78.png
Pe,2,پ,U+067E,IRYakout.ttf,IRYakout,64,base,DS-3\Pe\Pe__U+067E__IRYakout__sz64__base-6f33c33d37.png
Pe,2,پ,U+067E,IRTehran.ttf,IRTehran,64,base,DS-3\Pe\Pe__U+067E__IRTehran__sz64__base-de8357abeb.png
Pe,2,پ,U+067E,IRYekanBold.ttf,IRYekanBold,64,base,DS-3\Pe\Pe__U+067E__IRYekanBold__sz64__base-094a3c8bef.png
Pe,2,پ,U+067E,IRTabassom.ttf,IRTabassom,64,base,DS-3\Pe\Pe__U+067E__IRTabassom__sz64__base-78611d1c1c.png
Pe,2,پ,U+067E,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\Pe\Pe__U+067E__IRFarnaz__sz64__base-085f563f33.png
Pe,2,پ,U+067E,IRRoyaIranic.ttf,IRRoyaIranic,64,base,DS-3\Pe\Pe__U+067E__IRRoyaIranic__sz64__base-71ba31b0c3.png
Pe,2,پ,U+067E,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Pe\Pe__U+067E__IRMitraIranic___sz64__base-209a74189e.png
Pe,2,پ,U+067E,IRRoyaBold.ttf,IRRoyaBold,64,base,DS-3\Pe\Pe__U+067E__IRRoyaBold__sz64__base-28f166bd25.png
Pe,2,پ,U+067E,IRLotus.ttf,IRLotus,64,base,DS-3\Pe\Pe__U+067E__IRLotus__sz64__base-be56db8f5b.png
Pe,2,پ,U+067E,IRTerafikBold.ttf,IRTerafikBold,64,base,DS-3\Pe\Pe__U+067E__IRTerafikBold__sz64__base-f186dc7ca6.png
Pe,2,پ,U+067E,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\Pe\Pe__U+067E__IRZarIranic__sz64__base-72db9071a5.png
Pe,2,پ,U+067E,IRKamran.ttf,IRKamran,64,base,DS-3\Pe\Pe__U+067E__IRKamran__sz64__base-78f41c0fbe.png
Pe,2,پ,U+067E,IRNarges.ttf,IRNarges,64,base,DS-3\Pe\Pe__U+067E__IRNarges__sz64__base-4e641a89ac.png
Pe,2,پ,U+067E,IRSina.ttf,IRSina,64,base,DS-3\Pe\Pe__U+067E__IRSina__sz64__base-6883684502.png
Pe,2,پ,U+067E,IRTitr.ttf,IRTitr,64,base,DS-3\Pe\Pe__U+067E__IRTitr__sz64__base-daf2c69339.png
Pe,2,پ,U+067E,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Pe\Pe__U+067E__IRLotusBold__sz64__base-19c3537953.png
Pe,2,پ,U+067E,IRAban.ttf,IRAban,64,base,DS-3\Pe\Pe__U+067E__IRAban__sz64__base-7174b1de5a.png
Pe,2,پ,U+067E,IRZar.ttf,IRZar,64,base,DS-3\Pe\Pe__U+067E__IRZar__sz64__base-65bfdb5eac.png
Pe,2,پ,U+067E,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\Pe\Pe__U+067E__IRNazaninBold__sz64__base-d5edd79064.png
Pe,2,پ,U+067E,IRMomtaz.ttf,IRMomtaz,64,base,DS-3\Pe\Pe__U+067E__IRMomtaz__sz64__base-abec0a30a2.png
Pe,2,پ,U+067E,IRNazliBold.ttf,IRNazliBold,64,base,DS-3\Pe\Pe__U+067E__IRNazliBold__sz64__base-ecd4d6a060.png
Pe,2,پ,U+067E,IRMashhad.ttf,IRMashhad,64,base,DS-3\Pe\Pe__U+067E__IRMashhad__sz64__base-e8d76b16aa.png
Pe,2,پ,U+067E,IRBadrBold.ttf,IRBadrBold,64,base,DS-3\Pe\Pe__U+067E__IRBadrBold__sz64__base-dfc6ace8a8.png
Pe,2,پ,U+067E,IRYakoutIranic.ttf,IRYakoutIranic,64,base,DS-3\Pe\Pe__U+067E__IRYakoutIranic__sz64__base-79b2170561.png
Pe,2,پ,U+067E,IRDavat.ttf,IRDavat,64,base,DS-3\Pe\Pe__U+067E__IRDavat__sz64__base-04852bdcfe.png
Pe,2,پ,U+067E,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\Pe\Pe__U+067E__IRDastNevis__sz64__base-7f89cc6adf.png
Pe,2,پ,U+067E,IRCompsetBold.ttf,IRCompsetBold,64,base,DS-3\Pe\Pe__U+067E__IRCompsetBold__sz64__base-3b299056c2.png
Pe,2,پ,U+067E,IRBadr.ttf,IRBadr,64,base,DS-3\Pe\Pe__U+067E__IRBadr__sz64__base-f788782b42.png
Pe,2,پ,U+067E,IRBadrIranic.ttf,IRBadrIranic,64,base,DS-3\Pe\Pe__U+067E__IRBadrIranic__sz64__base-3c43666b22.png
Pe,2,پ,U+067E,IRNaskh.ttf,IRNaskh,64,base,DS-3\Pe\Pe__U+067E__IRNaskh__sz64__base-e74b818430.png
Pe,2,پ,U+067E,IRNazanin.ttf,IRNazanin,64,base,DS-3\Pe\Pe__U+067E__IRNazanin__sz64__base-5a1c2a90c7.png
Te,3,ت,U+062A,IRTabassom.ttf,IRTabassom,64,base,DS-3\Te\Te__U+062A__IRTabassom__sz64__base-41e750f3e4.png
Te,3,ت,U+062A,IRTerafik.ttf,IRTerafik,64,base,DS-3\Te\Te__U+062A__IRTerafik__sz64__base-c9a8e15781.png
Te,3,ت,U+062A,IRDastNevis.ttf,IRDastNevis,64,base,DS-3\Te\Te__U+062A__IRDastNevis__sz64__base-b1c2ce1e9b.png
Te,3,ت,U+062A,IRRoyaIranic.ttf,IRRoyaIranic,64,base,DS-3\Te\Te__U+062A__IRRoyaIranic__sz64__base-a70099045f.png
Te,3,ت,U+062A,IRTitr.ttf,IRTitr,64,base,DS-3\Te\Te__U+062A__IRTitr__sz64__base-f266d811e1.png
Te,3,ت,U+062A,IRMitraIranic_.ttf,IRMitraIranic_,64,base,DS-3\Te\Te__U+062A__IRMitraIranic___sz64__base-ca27a28c89.png
Te,3,ت,U+062A,IRCompset.ttf,IRCompset,64,base,DS-3\Te\Te__U+062A__IRCompset__sz64__base-7d3a12a9bd.png
Te,3,ت,U+062A,IRRoyaBold.ttf,IRRoyaBold,64,base,DS-3\Te\Te__U+062A__IRRoyaBold__sz64__base-2c6b64930a.png
Te,3,ت,U+062A,IRRoya.ttf,IRRoya,64,base,DS-3\Te\Te__U+062A__IRRoya__sz64__base-6ba2dcb1ef.png
Te,3,ت,U+062A,IRZar.ttf,IRZar,64,base,DS-3\Te\Te__U+062A__IRZar__sz64__base-7e3a2228c4.png
Te,3,ت,U+062A,IRMashhad.ttf,IRMashhad,64,base,DS-3\Te\Te__U+062A__IRMashhad__sz64__base-d1173305f0.png
Te,3,ت,U+062A,IRTehran.ttf,IRTehran,64,base,DS-3\Te\Te__U+062A__IRTehran__sz64__base-7f46f32a44.png
Te,3,ت,U+062A,IRSina.ttf,IRSina,64,base,DS-3\Te\Te__U+062A__IRSina__sz64__base-80c7aa5b6c.png
Te,3,ت,U+062A,IRZarIranic.ttf,IRZarIranic,64,base,DS-3\Te\Te__U+062A__IRZarIranic__sz64__base-7e45e8fc66.png
Te,3,ت,U+062A,IRKhorasan.ttf,IRKhorasan,64,base,DS-3\Te\Te__U+062A__IRKhorasan__sz64__base-de6d42b1df.png
Te,3,ت,U+062A,IRMehr.ttf,IRMehr,64,base,DS-3\Te\Te__U+062A__IRMehr__sz64__base-3afe3c01a0.png
Te,3,ت,U+062A,IRMomtaz.ttf,IRMomtaz,64,base,DS-3\Te\Te__U+062A__IRMomtaz__sz64__base-9581f45457.png
Te,3,ت,U+062A,IRKamran.ttf,IRKamran,64,base,DS-3\Te\Te__U+062A__IRKamran__sz64__base-20822febb9.png
Te,3,ت,U+062A,IRAban.ttf,IRAban,64,base,DS-3\Te\Te__U+062A__IRAban__sz64__base-fda9459966.png
Te,3,ت,U+062A,IRPooya.ttf,IRPooya,64,base,DS-3\Te\Te__U+062A__IRPooya__sz64__base-f4e7243c54.png
Te,3,ت,U+062A,IRArshia.ttf,IRArshia,64,base,DS-3\Te\Te__U+062A__IRArshia__sz64__base-48a8a8e121.png
Te,3,ت,U+062A,IRLotusIranic.ttf,IRLotusIranic,64,base,DS-3\Te\Te__U+062A__IRLotusIranic__sz64__base-c0ef997df5.png
Te,3,ت,U+062A,IRZarBold.ttf,IRZarBold,64,base,DS-3\Te\Te__U+062A__IRZarBold__sz64__base-c4628d2f47.png
Te,3,ت,U+062A,IRYakout.ttf,IRYakout,64,base,DS-3\Te\Te__U+062A__IRYakout__sz64__base-3f9b45df80.png
Te,3,ت,U+062A,IRMitra.ttf,IRMitra,64,base,DS-3\Te\Te__U+062A__IRMitra__sz64__base-550bbffa14.png
Te,3,ت,U+062A,IRTerafikIranic.ttf,IRTerafikIranic,64,base,DS-3\Te\Te__U+062A__IRTerafikIranic__sz64__base-663aa53bb1.png
Te,3,ت,U+062A,IRFerdosi.ttf,IRFerdosi,64,base,DS-3\Te\Te__U+062A__IRFerdosi__sz64__base-a89a2e36df.png
Te,3,ت,U+062A,IRElham.ttf,IRElham,64,base,DS-3\Te\Te__U+062A__IRElham__sz64__base-258bc3e9a4.png
Te,3,ت,U+062A,IRLotus.ttf,IRLotus,64,base,DS-3\Te\Te__U+062A__IRLotus__sz64__base-4d0b80dd15.png
Te,3,ت,U+062A,IRLotusBold.ttf,IRLotusBold,64,base,DS-3\Te\Te__U+062A__IRLotusBold__sz64__base-a3a864d5bb.png
Te,3,ت,U+062A,IRNazanin.ttf,IRNazanin,64,base,DS-3\Te\Te__U+062A__IRNazanin__sz64__base-4c18ac16ee.png
Te,3,ت,U+062A,IRYekan.ttf,IRYekan,64,base,DS-3\Te\Te__U+062A__IRYekan__sz64__base-5229011d3a.png
Te,3,ت,U+062A,IREntezar.ttf,IREntezar,64,base,DS-3\Te\Te__U+062A__IREntezar__sz64__base-b0c01c822b.png
Te,3,ت,U+062A,IRFarnaz.ttf,IRFarnaz,64,base,DS-3\Te\Te__U+062A__IRFarnaz__sz64__base-f6d64a6ff6.png
Te,3,ت,U+062A,IRMitraBold.ttf,IRMitraBold,64,base,DS-3\Te\Te__U+062A__IRMitraBold__sz64__base-bd45d5ab0b.png
Te,3,ت,U+062A,IRNazaninBold.ttf,IRNazaninBold,64,base,DS-3\Te\Te__U+062A__IRNazaninBold__sz64__base-8ce268d3f2.png
Te,3,ت,U+062A,IRJadid.ttf,IRJadid,64,base,DS-3\Te\Te__U+062A__IRJadid__sz64__base-cf6e8c23a0.png
Te,3,ت,U+062A,IRDavat.ttf,IRDavat,64,base,DS-3\Te\Te__U+062A__IRDavat__sz64__base-3298bad81e.png
Te,3,ت,U+062A,IRNazli.ttf,IRNazli,64,base,DS-3\Te\Te__U+062A__IRNazli__sz64__base-18f17f92a1.png
Te,3,ت,U+062A,IRNarges.ttf,IRNarges,64,base,DS-3\Te\Te__U+062A__IRNarges__sz64__base-c8ff665429.png
Te,3,ت,U+062A,IRShiraz.ttf,IRShiraz,64,base,DS-3\Te\Te__U+062A__IRShiraz__sz64__base-a94ffd39f2.png
Te,3,ت,U+062A,IRCompsetIra.ttf,IRCompsetIra,64,base,DS-3\Te\Te__U+062A__IRCompsetIra__sz64__base-c18399b964.png
Te,3,ت,U+062A,IRNazaninIrani.ttf,IRNazaninIrani,64,base,DS-3\Te\Te__U+062A__IRNazaninIrani__sz64__base-962d9fc240.png
Te,3,ت,U+062A,IRBadrBold.ttf,IRBadrBold,64,base,DS-3\Te\Te__U+062A__IRBadrBold__sz64__base-2d004668ce.png
Te,3,ت,U+062A,IRZeytoon.ttf,IRZeytoon,64,base,DS-3\Te\Te__U+062A__IRZeytoon__sz64__base-ac4e890fdd.png
